#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,m,Obligaciones reconegudes
2023,042  ,3322 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,4961,0,,1063.05
2023,042  ,3322 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,10723,0,,2297.73
2023,042  ,3322 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,153220,0,,33257.76
2023,042  ,3322 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,54857,0,,9409.36
2023,042  ,333  ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,8920,0,,1911.42
2023,042  ,333  ,12006  ,TRIENNIS                                          ,,3    ,1     ,1976,0,,423.36
2023,042  ,333  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,3500,0,,750
2023,042  ,333  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11517,0,,2467.8
2023,042  ,333  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,6660,0,,1162.88
2023,042  ,333  ,212    ,CONSERV-REP EDIFICIS-INSTAL CULTURA               ,042,33   ,21    ,552099,1429.66,,2166.89
2023,042  ,333  ,22100  ,ELECTRICITAT EDIFICIS CULTURA                     ,042,33   ,22    ,577831,0,,88029.33
2023,042  ,333  ,22101  ,CONSUM AIGUA EDIFICIS CULTURA                     ,042,33   ,22    ,15730,0,,0
2023,042  ,333  ,22102  ,CONSUM GAS EDIFICIS CULTURA                       ,042,33   ,22    ,164190,45104.6,,22233.76
2023,042  ,333  ,22700  ,NETEJA EDIFICIS CULTURA                           ,042,33   ,22    ,1287471,0,,104670.31
2023,072  ,2311 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,515106,0,,109653.84
2023,072  ,2311 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,2    ,1     ,108206,0,,23035.32
2023,072  ,2311 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,2    ,1     ,29650,0,,9052.34
2023,072  ,2311 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,489285,21330.53,,69945.46
2023,072  ,2311 ,209    ,CANON ICS US UBASP PUJOL I CAPÇADA                ,072,23   ,20    ,24000,0,,0
2023,072  ,2311 ,227991 ,CONTRAPRESTACIÓ SERVEIS ÀREA                      ,072,23   ,22    ,100000,14000,,28360.69
2023,072  ,2311 ,227992 ,CONTR PRESTACIÓ SERVEIS SAD DEPENDÈNCIA           ,072,2311 ,227992,2010053,269146.64,,436187.25
2023,072  ,2311 ,227993 ,CONTR TELEASSISTÈNCIA                             ,072,23   ,22    ,140000,0,,0
2023,072  ,2311 ,227994 ,CONTR PRESTACIÓ SERVEIS SAD SOCIAL                ,072,2311 ,227994,683120,55503.18,,110467.49
2023,072  ,2311 ,227995 ,SERVEI PRELABORAL                                 ,072,23   ,22    ,203478,12933.8,,12933.8
2023,072  ,2311 ,227996 ,PREST SERV LA BOTIGA                              ,072,23   ,22    ,435000,0,,68916.66
2023,072  ,2311 ,227997 ,SALUT MENTAL COMUNITARIA                          ,072,23   ,22    ,89000,2305.2,,2305.2
2023,072  ,2311 ,465    ,TRANSF CORRENTS EAIA CONSELL COMARCAL             ,072,2311 ,465   ,15500,0,,0
2023,072  ,2311 ,46501  ,TRANSF TRANSPORT ADAPTAT-CONSELL COMARCAL         ,072,2311 ,46501 ,203000,0,,0
2023,072  ,2311 ,46502  ,TRANSF CORR CONSELL COMARCAL CONVENI EAPG         ,072,2311 ,46502 ,4500,0,,0
2023,072  ,2311 ,48901  ,TRANSF CORRENTS CARITAS                           ,072,2311 ,48901 ,25000,22000,,0
2023,072  ,2311 ,48902  ,TRANSF CORRENTS CENTRE PROM. SOCIAL FRANCESC PALAU,072,2311 ,48902 ,120000,48000,,48000
2023,072  ,2311 ,48903  ,TRANSF CORRENTS SAO PRAT                          ,072,2311 ,48903 ,125000,70000,,50000
2023,072  ,2311 ,48905  ,TRANSF CORRENTS EDUVIC                            ,072,2311 ,48905 ,70000,18400,,18400
2023,072  ,2311 ,48908  ,TRANSF CORRENTS CREU ROJA SOCIAL                  ,072,2311 ,48908 ,45000,22000,,0
2023,072  ,2311 ,48909  ,TRANSF CORRENTS APATS A DOMICILI                  ,072,2311 ,48909 ,300000,0,,0
2023,072  ,2311 ,48912  ,QUOTA CONSORCI DE SALUT I SOCIAL DE CATALUNYA     ,072,2311 ,48912 ,1000,0,,0
2023,072  ,2311 ,48914  ,"TRANSF CORRENT CASES ACOLLIDA VVM, AGI            ",072,2311 ,48914 ,30000,12000,,0
2023,012  ,920  ,209    ,CÀNONS VARIS                                      ,012,92   ,20    ,10700,0,,1286.22
2023,012  ,9209 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,12830,0,,3016.07
2023,012  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,275650,0,,43200.17
2023,012  ,9209 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,20725,0,,16519.92
2023,012  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,153695,0,,17495.65
2023,012  ,922  ,466    ,TRANSF FMC                                        ,012,922  ,466   ,13000,0,,0
2023,012  ,922  ,46602  ,TRANSF FEMP QUOTA RED EELL ODS                    ,012,922  ,46602 ,4000,0,,0
2023,012  ,922  ,4661   ,TRANSF ASSOCIACIÓ CATALANA DE MUNICIPIS           ,012,922  ,4661  ,9904,0,,0
2023,012  ,9231 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11483,0,,2509.23
2023,012  ,9231 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,9734,0,,2088.39
2023,012  ,9231 ,12006  ,TRIENNIS                                          ,,9    ,1     ,7301,0,,1539.09
2023,012  ,9231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,11382,0,,2438.97
2023,012  ,9231 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,27294,0,,5848.68
2023,012  ,9231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18740,0,,3237.12
2023,012  ,924  ,22705  ,DESPESES ELECCIONS                                ,012,92   ,22    ,40000,0,,0
2023,012  ,924  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PARTICIPACIÓ           ,012,92   ,22    ,35000,0,,0
2023,012  ,925  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14993,0,,0
2023,012  ,925  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,107065,0,,22972.29
2023,012  ,925  ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,17840,0,,3822.84
2023,012  ,925  ,12006  ,TRIENNIS                                          ,,9    ,1     ,26814,0,,5574.6
2023,012  ,925  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,65434,0,,12880.29
2023,012  ,925  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,196051,0,,39296.01
2023,012  ,925  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,80380,0,,17385.43
2023,012  ,925  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,141505,0,,20722.61
2023,012  ,929  ,22699  ,"DESP DIVERSES, INDEMNITZACIONS, ETC               ",012,92   ,22    ,45000,0,,7721.51
2023,012  ,931  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,125827,0,,7729.86
2023,042  ,333  ,227992 ,CONTR PREST SERVEIS LA CAPSA                      ,042,33   ,22    ,418777,11999.99,,81397.92
2023,042  ,333  ,227993 ,CONTR PREST SERVEIS CC S JORDI-RIBERA BAIXA       ,042,33   ,22    ,323904,26991.95,,53983.9
2023,042  ,333  ,227994 ,CONTR PREST SERVEIS CC JARDINS DE LA PAU          ,042,33   ,22    ,335005,30667.78,,61335.56
2023,042  ,333  ,227997 ,CONTR PREST SERVEIS CÈNTRIC                       ,042,33   ,22    ,368000,3164.08,,69492.24
2023,042  ,333  ,227998 ,CONTR PREST SERVEIS CC PALMIRA                    ,042,33   ,22    ,345800,0,,57632.4
2023,042  ,333  ,227999 ,CONTR PREST SERVEIS L'ARTESÀ                      ,042,33   ,22    ,794970,76392.6,,210990.99
2023,042  ,334  ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,104949,0,,23307.04
2023,042  ,334  ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,91862,0,,20424.56
2023,042  ,334  ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,9734,0,,2088.39
2023,042  ,334  ,12006  ,TRIENNIS                                          ,,3    ,1     ,39663,0,,7830.18
2023,042  ,334  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,101328,0,,21745.79
2023,042  ,334  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,227308,0,,48950.9
2023,042  ,334  ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,3    ,1     ,1230,0,,0
2023,042  ,334  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,3    ,1     ,5355,0,,646.1
2023,042  ,334  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,208897,0,,32225.19
2023,042  ,334  ,22706  ,CONVOCATÒRIA ARTÍSTICA ARTS VISUALS               ,042,33   ,22    ,15000,0,,0
2023,042  ,334  ,227991 ,PROGRAMA ARTS EN VIU                              ,042,33   ,22    ,340000,8881.4,,63964.15
2023,042  ,334  ,227992 ,DESP DIVERSES ARTS EN VIU                         ,042,334  ,227992,6,3080,,3080
2023,042  ,334  ,227993 ,CONTR PREST SERVEIS CINEMA CAPRI                  ,042,33   ,22    ,18000,0,,0
2023,042  ,334  ,227994 ,ARTS VISUALS                                      ,042,33   ,22    ,30000,3000,,3000
2023,042  ,334  ,48901  ,TRANSF CORRENTS DINAMITZACIÓ MOV ASSOCIATIU       ,042,334  ,48901 ,40134,16053.6,,4235.2
2023,042  ,334  ,48902  ,TRANSF CORRENTS AMICS DE L'ART DEL PRAT           ,042,334  ,48902 ,230000,46000,,0
2023,042  ,334  ,48903  ,TRANSF CORRENTS ANIVERSARIS ENTITATS              ,042,334  ,48903 ,5000,0,,0
2023,042  ,334  ,48905  ,TRANSF CORRENT BANDA DE MUSICA DEL PRAT           ,042,334  ,48905 ,12000,4800,,0
2023,072  ,2311 ,48915  ,TRANSF CORRENTS SENSE LLAR. ATRA                  ,072,2311 ,48915 ,25000,10000,,10000
2023,072  ,2311 ,48916  ,TRANSF CORRENTS FEDERACIO SALUT MENTAL CATALUNYA  ,072,2311 ,48916 ,38000,11161.9,,11161.9
2023,072  ,2311 ,48918  ,TRANSF CORRENT SANT JOAN DE DEU SERVEIS SOCIAL BCN,072,2311 ,48918 ,15000,5937.37,,0
2023,072  ,2311 ,48919  ,TRANSF CORRENT FUNDACIÓ UNIVERSITÀRIA BALMES      ,072,2311 ,48919 ,8000,0,,0
2023,072  ,2311 ,48920  ,TRANSF CORRENTS UNIVERSITAT DE BARCELONA          ,072,2311 ,48920 ,8000,0,,0
2023,072  ,2311 ,622    ,INV NOVA RESIDENCIA D'AVIS                        ,072,2311 ,622   ,3454490,12533069.67,,0
2023,072  ,2311 ,789    ,TRANS CAPITAL SUPORT SOCIAL                       ,072,2311 ,789   ,10000,0,,0
2023,072  ,2312 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,43639,0,,3341.94
2023,072  ,2312 ,12004  ,SOUS DEL GRUP C2                                  ,,2    ,1     ,19467,0,,3179.8
2023,072  ,2312 ,12006  ,TRIENNIS                                          ,,2    ,1     ,4129,0,,484.34
2023,072  ,2312 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,2    ,1     ,37400,0,,6432.95
2023,072  ,2312 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,27389,0,,2375.5
2023,072  ,2312 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,2    ,1     ,58969,0,,5362.3
2023,072  ,2312 ,121031 ,ALTRES COMPLEMENTS                                ,,2    ,1     ,6150,0,,62.63
2023,072  ,2312 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,2    ,1     ,70600,0,,11517.13
2023,072  ,2312 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,2    ,1     ,300130,0,,57920.22
2023,072  ,2312 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,2    ,1     ,44850,0,,10608.26
2023,072  ,2312 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,2    ,1     ,5500,0,,601.43
2023,072  ,2312 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,2    ,1     ,40500,0,,40693.48
2023,072  ,2312 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,2    ,1     ,1825,0,,2371.91
2023,072  ,2312 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,2    ,1     ,180319,0,,23406.46
2023,072  ,2312 ,22104  ,VESTUARI RESIDÈNCIA D'AVIS                        ,072,23   ,22    ,3500,0,,0
2023,072  ,2312 ,22105  ,ALIMENTS RESIDÈNCIA D'AVIS                        ,072,23   ,22    ,70000,3076.75,,1035.91
2023,072  ,2312 ,22106  ,SUBM PRODUCTES FARMACEUTICS I MATERIAL SANITARI   ,072,23   ,22    ,1000,0,,0
2023,021  ,342  ,619    ,INV NOVA PROJ PARTICIPATIUS INFRAEST I BENS US GRA,021,342  ,619   ,0,428273.94,,0
2023,031  ,920  ,624    ,INVERSIÓ EN ELEMENTS DE TRANSPORT MISU            ,031,92   ,62    ,0,320281.32,,22586.11
2023,031  ,459  ,619    ,MILLORA CAMINS RURALS                             ,031,459  ,619   ,0,88934.33,,0
2023,012  ,931  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14993,0,,3341.94
2023,012  ,931  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,22966,0,,5018.46
2023,012  ,931  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,58399,0,,12372.98
2023,012  ,931  ,12006  ,TRIENNIS                                          ,,9    ,1     ,24298,0,,4978.03
2023,012  ,931  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,114576,0,,14664.77
2023,012  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,344058,0,,45330.8
2023,012  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,170205,0,,17470.81
2023,012  ,932  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,85249,0,,15459.73
2023,012  ,932  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,29236,0,,3341.94
2023,012  ,932  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,54544,0,,10036.92
2023,012  ,932  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,58399,0,,13552.08
2023,012  ,932  ,12006  ,TRIENNIS                                          ,,9    ,1     ,56302,0,,11357.71
2023,012  ,932  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,111901,0,,19812.03
2023,012  ,932  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,276852,0,,46491.42
2023,012  ,932  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,182036,0,,24940.93
2023,012  ,934  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,29838,0,,3864.93
2023,012  ,934  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11483,0,,2509.23
2023,012  ,934  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,19467,0,,4176.78
2023,012  ,934  ,12006  ,TRIENNIS                                          ,,9    ,1     ,13242,0,,2821.62
2023,012  ,934  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,32332,0,,5778.9
2023,012  ,934  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,103806,0,,12109.7
2023,012  ,934  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,25852,0,,5542.62
2023,012  ,934  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,54562,0,,7981.03
2023,012  ,934  ,22708  ,DESPESES RECAPTACIÓ ORGT                          ,012,934  ,22708 ,420000,0,,31579.46
2023,042  ,334  ,48906  ,TRANSF CORRENT UNIÓ FILHARMÒNICA                  ,042,334  ,48906 ,12000,4800,,0
2023,042  ,334  ,48908  ,TRANSF CORRENT LA XARXA                           ,042,334  ,48908 ,6000,2400,,2004.76
2023,042  ,334  ,48909  ,TRANSF CORRENT FEDERACIÓ EL NUS                   ,042,334  ,48909 ,20000,8000,,0
2023,042  ,334  ,48910  ,TRANSF CORRENTS ASSOCIACIÓ GEGANTERA DEL PRAT     ,042,334  ,48910 ,6000,2400,,0
2023,042  ,334  ,48911  ,TRANSF CORRENTS TEATRE KADDISH                    ,042,334  ,48911 ,60000,12000,,10344.02
2023,042  ,334  ,48912  ,TRANSF CORRENT COLLA DIABLES DEL PRAT             ,042,334  ,48912 ,12000,0,,0
2023,042  ,334  ,48913  ,TRANSF CORRENT ASSOCIACIÓ GEGANTERA DELTA         ,042,334  ,48913 ,3000,3000,,3000
2023,042  ,334  ,48914  ,TRANSF CORRENTS CENTRO EXTREMEÑO RUTA             ,042,334  ,48914 ,6000,2400,,0
2023,042  ,334  ,48915  ,TRANSF CORRENT FEDERACIÓ EXTREMEÑA                ,042,334  ,48915 ,5500,2200,,2200
2023,042  ,334  ,48916  ,TRANSF CORRENT CENTRE D'ESTUDIS COMARC            ,042,334  ,48916 ,4500,5800,,5800
2023,042  ,334  ,48917  ,TRANSF CORRENT CASA DE ANDALUCIA                  ,042,334  ,48917 ,13800,0,,0
2023,042  ,334  ,48918  ,TRANSF CORRENT CASA DE ARAGÓN                     ,042,334  ,48918 ,11500,4600,,4600
2023,042  ,334  ,48919  ,TRANSF CORRENT CASTELLERS DEL PRAT                ,042,334  ,48919 ,12000,12000,,12000
2023,042  ,334  ,48920  ,TRANSF CORRENT AMICS DEL PRAT                     ,042,334  ,48920 ,8000,3200,,1188.53
2023,042  ,334  ,48922  ,TRANSF CORRENTS SCR LO LLOBREGAT DE LES FLORS     ,042,334  ,48922 ,5100,2040,,2040
2023,042  ,334  ,48923  ,TRANSF CORRENTS AGRUPACIÓ FOTOGRÀFICA PRAT        ,042,334  ,48923 ,2350,940,,940
2023,042  ,334  ,48924  ,TRANSF CORRENTS AMICS DE LA SARDANA               ,042,334  ,48924 ,5100,2040,,0
2023,042  ,334  ,48925  ,TRANSF CORRENTS LES CARXOFES DEL PRAT             ,042,334  ,48925 ,3000,1200,,0
2023,042  ,334  ,48926  ,TRANSF CORRENTS BALL DE DIABLES                   ,042,334  ,48926 ,6000,2400,,0
2023,042  ,334  ,780    ,TRANSF CAPITAL CENTRO EXTREMEÑO RUTA DE LA PLATA  ,042,334  ,780   ,5000,2000,,0
2023,042  ,334  ,7801   ,TRANSF CAPITAL ASSOC DE VEINS PLAÇA CONSTITUCIÓ   ,042,334  ,7801  ,3000,0,,0
2023,042  ,336  ,22602  ,PUBLICACIÓ BECA RECERCA HISTÒRICA                 ,042,33   ,22    ,3000,0,,0
2023,042  ,336  ,2260901,ACTIVITATS MEMÒRIA HISTÒRICA                      ,042,33   ,22    ,4000,4500,,4500
2023,042  ,336  ,227991 ,ACTIVITATS HISTÒRIA LOCAL                         ,042,33   ,22    ,50000,0,,0
2023,072  ,2312 ,22110  ,SUBMINISTRAMENT PRODUCTES NETEJA                  ,072,23   ,22    ,9700,0,,238.33
2023,072  ,2312 ,22199  ,MATERIAL TÈCNIC RESIDÈNCIA D'AVIS                 ,072,23   ,22    ,10000,0,,0
2023,072  ,2312 ,221991 ,SUBMINISTRAMENTS DIVERSOS                         ,072,23   ,22    ,3000,0,,898.41
2023,072  ,2312 ,227995 ,CONTR PREST SERVEIS GENT GRAN                     ,072,23   ,22    ,245055,0,,40842.5
2023,072  ,2312 ,227996 ,CONTR PREST SERVEIS RESIDENCIA AVIS               ,072,23   ,22    ,25839,0,,0
2023,072  ,2312 ,48903  ,TRANSF CORRENTS GENT GRAN                         ,072,2312 ,48903 ,8000,919.6,,0
2023,072  ,2312 ,48905  ,"TRANSF CORRENTS COOP VIVENDES, CASAL AVIS         ",072,2312 ,48905 ,40000,16000,,0
2023,072  ,2313 ,227993 ,CONT SERVEI D'INTERVENCIÓ SOCIOEDUCATIVA          ,072,23   ,22    ,494235,25112.5,,107485
2023,072  ,2314 ,48902  ,TRANSF CORRENTS DISCAPACITATS                     ,072,2314 ,48902 ,5500,2200,,0
2023,072  ,2314 ,48904  ,TRANSF CORRENTS FUNDACIÓ RUBRICATUS               ,072,2314 ,48904 ,370000,0,,0
2023,072  ,2314 ,48905  ,TRANSF CORRENTS COUFAR SCCL                       ,072,2314 ,48905 ,8000,0,,0
2023,072  ,2314 ,48906  ,TRANSF CORRENTS DISPRAT-LLEURE                    ,072,2314 ,48906 ,70000,28000,,25380.28
2023,072  ,2315 ,227991 ,PREST SERVEIS PLA ACTUACIÓ SANT COSME             ,072,2315 ,227991,60000,192850.97,,54913.28
2023,072  ,2315 ,227992 ,PREST SERVEIS PROJECTE MEDI OBERT                 ,072,23   ,22    ,68733,6586.11,,28355.6
2023,072  ,2315 ,227993 ,CONT SERVEI PREVENCIÓ I CONVIVÈNCIA               ,072,23   ,22    ,165000,4583.33,,15924.47
2023,072  ,2315 ,227994 ,PRESTACIÓ SERVEIS BARRIS CREATIUS                 ,072,23   ,22    ,2000,0,,0
2023,072  ,2315 ,48901  ,TRANSF CORRENT AV SANT COSME (ANEM FENT BARRI)    ,072,2315 ,48901 ,25000,10000,,0
2023,072  ,2315 ,48902  ,TRANSF CORRENT FUNDACIÓN SECRETARIADO GITANO      ,072,2315 ,48902 ,60000,24000,,0
2023,072  ,2315 ,48903  ,TRANSF CORRENT FUNDACIÓ CATALANA ESPLAI GISC I JOV,072,2315 ,48903 ,38000,30200,,0
2023,072  ,2315 ,48904  ,TRANSF CORRENTS GATS PROJECTE CONVIU SANT COSME   ,072,2315 ,48904 ,63000,25200,,0
2023,072  ,2315 ,48905  ,TRANSF CORRENTS ASSOCIACIO LÚDICA BITXOS          ,072,2315 ,48905 ,7000,2800,,0
2023,072  ,2316 ,12001  ,SOUS DEL GRUP A2                                  ,,2    ,1     ,10965,0,,3341.94
2023,072  ,2316 ,12006  ,TRIENNIS                                          ,,2    ,1     ,796,0,,242.64
2023,072  ,2316 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,2    ,1     ,4446,0,,1297.62
2023,072  ,2311 ,4891   ,TRANSF CORRENTS SUPORT SOCIAL                     ,072,2311 ,4891  ,300000,0,,64794.31
2023,032  ,1721 ,227991 ,PREST SERVEIS -ESPAIS NATURALS-PLATJA             ,032,17   ,22    ,23625,0,,0
2023,013  ,132  ,23020  ,POLICIA LOCAL - DIETES                            ,013,13   ,23    ,4000,0,,0
2023,012  ,942  ,464    ,AREA METROPOLITANA DE BARCELONA                   ,012,942  ,464   ,1526168,0,,1526168
2023,012  ,943  ,466    ,APORT. COMUNITAT MUNICIPIS PLANA GALET            ,012,943  ,466   ,20000,0,,0
2023,013  ,132  ,204    ,ARRENDAMENTS MATERIALS I EQUIPS                   ,013,13   ,20    ,150000,4463.62,,9126.62
2023,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUTADANA                ,013,13   ,21    ,30058,0,,0
2023,013  ,132  ,214    ,POLICIA LOCAL-VEHICLES                            ,013,13   ,21    ,20000,0,,349.69
2023,013  ,132  ,22100  ,SUBM. ENERGIA ELÈCTRICA SEGURETAT CIUTADANA       ,013,13   ,22    ,56266,1209.83,,12444.81
2023,013  ,132  ,22101  ,CONSUM AIGUA SEG CIUTADANA                        ,013,13   ,22    ,3689,0,,0
2023,013  ,132  ,22102  ,COMSUM GAS SEGURETAT CIUTADANA                    ,013,13   ,22    ,41155,5328.86,,83.88
2023,013  ,132  ,22103  ,POLICIA LOCAL-COMBUSTIBLE                         ,013,13   ,22    ,77061,1359.28,,7248.37
2023,013  ,132  ,22104  ,VESTUARI I EQUIP POLICIA LOCAL                    ,013,13   ,22    ,142500,0,,14446.02
2023,013  ,132  ,22199  ,"POLICIA LOCAL, SUBM DIVERSOS                      ",013,13   ,22    ,19000,0,,0
2023,013  ,132  ,22602  ,PUBLICITAT I PROPAGANDA-SEG.CIUTADANA             ,013,13   ,22    ,1000,0,,0
2023,013  ,132  ,22799  ,CONTR PREST SERVEIS SEG CIUTADANA                 ,013,13   ,22    ,299000,22939.58,,28163.45
2023,013  ,132  ,23120  ,POLICIA LOCAL - TRASLLATS                         ,013,13   ,23    ,4000,0,,0
2023,013  ,132  ,481    ,FORMACIÓ I BEQUES                                 ,013,132  ,481   ,10000,0,,0
2023,013  ,1320 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,17050,0,,0
2023,013  ,1320 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14993,0,,3341.94
2023,013  ,1320 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,1172962,0,,218429.28
2023,013  ,1320 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,53687,0,,8757.76
2023,013  ,1320 ,12006  ,TRIENNIS                                          ,,1    ,1     ,239733,0,,49529.9
2023,013  ,1320 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,618118,0,,114388.73
2023,013  ,1320 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,2240930,0,,397507.84
2023,031  ,1532 ,609    ,INV. SENYALITZACIO CAMINIS DELTA - ESPAI PUBLIC   ,031,1532 ,609   ,0,50000,,0
2023,042  ,338  ,22799  ,"CALENDARI FESTIU, CONTR PREST SERVEIS             ",042,33   ,22    ,100000,12000,,38060.78
2023,042  ,338  ,48901  ,TRANSF COR COLLA DIABLES DEL PRAT (SANT POLLIN)   ,042,338  ,48901 ,3000,2000,,2000
2023,043  ,326  ,22799  ,PROJECTE SALES D'ESTUDI                           ,043,32   ,22    ,30000,30000,,30000
2023,043  ,3302 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,14993,0,,3341.94
2023,043  ,3302 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,9734,0,,0
2023,043  ,3302 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,9556,0,,1297.62
2023,043  ,3302 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,22617,0,,2714.7
2023,043  ,3302 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,43417,0,,9465.6
2023,043  ,3302 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,3    ,1     ,29752,0,,6453.37
2023,043  ,3302 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,40330,0,,5965.28
