#a,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2021,021  ,1513 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,45873.0,0.0,45873.0,10822.16
2021,021  ,1513 ,12006  ,TRIENIOS,,1    ,1     ,25756.0,0.0,25756.0,5803.45
2021,021  ,1513 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,81973.0,0.0,81973.0,18269.35
2021,021  ,1513 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,208787.0,0.0,208787.0,48541.9
2021,021  ,1513 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,40877.0,0.0,40877.0,8852.12
2021,021  ,1513 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,159037.0,0.0,159037.0,42559.59
2021,021  ,1521 ,467    ,APORT. CONSORCIO PRAT NORD,021,1521 ,467   ,40549.0,0.0,40549.0,0.0
2021,021  ,1532 ,619    ,INV MEJORA INFRAESTRUCTURAS BIENES USO GRAL (ESPACIO PÚBLICO),021,1532 ,619   ,2300000.0,1250201.05,3550201.05,0.0
2021,021  ,440  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,14133.0,0.0,14133.0,3150.18
2021,021  ,440  ,12006  ,TRIENIOS,,4    ,1     ,3094.0,0.0,3094.0,689.37
2021,021  ,440  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,6741.0,0.0,6741.0,1444.44
2021,021  ,440  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,20769.0,0.0,20769.0,4450.41
2021,021  ,440  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4    ,1     ,11565.0,0.0,11565.0,2946.75
2021,021  ,4411 ,22602  ,PUBLICIDAD-DIFUSIÓN TRANSPORTE,021,44   ,22    ,2500.0,0.0,2500.0,0.0
2021,021  ,4411 ,22701  ,PRESTACIÓN DE SERVICIOS MOBILIDAD,021,44   ,22    ,29200.0,0.0,29200.0,0.0
2021,021  ,4411 ,464    ,TRANSF TRANSPORTE URBANO,021,44   ,46    ,339000.0,0.0,339000.0,0.0
2021,021  ,4411 ,489    ,CUOTA-APORTACIONES DIVERSAS,021,44   ,48    ,1200.0,0.0,1200.0,0.0
2021,032  ,1722 ,22701  ,ESTUDIOS Y TRABAJOS TÉCNICOS,032,17   ,22    ,60000.0,0.0,60000.0,0.0
2021,032  ,1722 ,227991 ,CONTR PREST CONTROL ENERGÉTICO,032,17   ,22    ,44515.0,0.0,44515.0,1242.27
2021,032  ,1722 ,227992 ,DESPLIEGUE OFICINA DE ENERGIA Y CLIMA,032,17   ,22    ,70000.0,0.0,70000.0,10713.34
2021,042  ,334  ,48915  ,TRANSF CORRIENTE FEDERACIÓN EXTREMEÑA,042,334  ,48915 ,5500.0,0.0,5500.0,0.0
2021,042  ,334  ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,225477.0,0.0,225477.0,51935.24
2021,042  ,334  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,125005.0,0.0,125005.0,27149.44
2021,042  ,334  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,3    ,1     ,2000.0,0.0,2000.0,46.56
2021,042  ,334  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,3    ,1     ,3130.0,0.0,3130.0,186.66
2021,042  ,334  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,204896.0,0.0,204896.0,44163.63
2021,042  ,334  ,22706  ,CONVOCATORIA ARTÍSTICA ARTES VISUALES,042,33   ,22    ,20000.0,0.0,20000.0,0.0
2021,042  ,334  ,227991 ,PROGRAMA ARTES EN VIVO,042,33   ,22    ,350000.0,0.0,350000.0,24078.81
2021,042  ,334  ,227992 ,GASTOS DIVERSOS ARTES EN VIVO,042,334  ,227992,6.0,18845.0,18851.0,0.0
2021,042  ,334  ,227993 ,CONTR PREST SERVICIOS CINE CAPRI,042,33   ,22    ,18000.0,0.0,18000.0,3600.0
2021,042  ,334  ,227994 ,ARTES VISUALES,042,33   ,22    ,40000.0,0.0,40000.0,0.0
2021,042  ,334  ,48901  ,TRANSF CORRIENTES DINAMIZACIÓN MOV ASOCIATIVO,042,33   ,48    ,47634.0,0.0,47634.0,0.0
2021,042  ,334  ,48902  ,TRANSF CORRIENTES AMICS DE L'ART DEL PRAT,042,334  ,48902 ,230000.0,0.0,230000.0,0.0
2021,042  ,334  ,48903  ,TRANSF CORRIENTES ANIVERSARIOS ENTIDADES,042,33   ,48    ,4500.0,0.0,4500.0,0.0
2021,042  ,334  ,48905  ,TRANSF CORRIENTE BANDA DE MUSICA DEL PRAT,042,334  ,48905 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48906  ,TRANSF CORRIENTE UNIÓ FILHARMÒNICA,042,334  ,48906 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48907  ,TRANS CORRIENTE ASSOCIACIÓ MUSICAL DEL PRAT,042,334  ,48907 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48908  ,TRANSF CORRIENTE LA XARXA,042,334  ,48908 ,6000.0,0.0,6000.0,0.0
2021,042  ,334  ,48909  ,TRANSF CORRIENTE FEDERACIÓ EL NUS,042,334  ,48909 ,20000.0,0.0,20000.0,0.0
2021,042  ,334  ,48910  ,TRANSF CORRIENTES ASSOCIACIÓ GEGANTERA DEL PRAT,042,334  ,48910 ,6000.0,0.0,6000.0,0.0
2021,042  ,334  ,48911  ,TRANSF CORRIENTES TEATRE KADDISH,042,334  ,48911 ,60000.0,0.0,60000.0,0.0
2021,042  ,334  ,48912  ,TRANSF CORRIENTE COLLA DIABLES DEL PRAT,042,334  ,48912 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48913  ,TRANSF CORRIENTE ASSOCIACIÓ GEGANTERA DELTA,042,334  ,48913 ,3000.0,0.0,3000.0,0.0
2021,042  ,334  ,48914  ,TRANSF CORRIENTES CENTRO EXTREMEÑO RUTA,042,334  ,48914 ,11000.0,0.0,11000.0,0.0
2021,042  ,334  ,48916  ,TRANSF CORRIENTE CENTRE D'ESTUDIS COMARC,042,334  ,48916 ,4500.0,0.0,4500.0,0.0
2021,012  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,,2    ,1     ,68000.0,0.0,68000.0,0.0
2021,012  ,221  ,164    ,AYUDA FAMILIAR ,,2    ,1     ,32000.0,0.0,32000.0,5236.24
2021,012  ,231  ,48905  ,SUBVENCIONES Y AJUDAS VIVIENDA,012,23   ,48    ,90000.0,0.0,90000.0,71.45
2021,012  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,110569.0,0.0,110569.0,29222.95
2021,012  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,,9    ,1     ,86514.0,0.0,86514.0,19564.8
2021,012  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,32052.0,0.0,32052.0,10131.97
2021,012  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,012,91   ,48    ,180000.0,0.0,180000.0,45000.0
2021,012  ,920  ,202    ,ALQUILERES VARIOS,012,92   ,20    ,300000.0,0.0,300000.0,72831.52
2021,012  ,920  ,206    ,ALQULER EQUIPOS PROCESO INFORMACIÓN,012,92   ,20    ,10000.0,0.0,10000.0,0.0
2021,012  ,920  ,209    ,CÁNONES VARIOS,012,920  ,209   ,45000.0,0.0,45000.0,0.0
2021,012  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,012,92   ,21    ,480500.0,0.0,480500.0,69027.79
2021,012  ,920  ,22000  ,MATERIAL DE OFICINA,012,92   ,22    ,125000.0,0.0,125000.0,12151.45
2021,012  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,012,92   ,22    ,210000.0,0.0,210000.0,11333.64
2021,012  ,920  ,22104  ,VESTUARIO,012,92   ,22    ,30000.0,0.0,30000.0,5572.65
2021,012  ,920  ,22199  ,MATERIAL DIVERSO - PREVENCIÓN RIESGOS LABORALES,012,92   ,22    ,30000.0,0.0,30000.0,0.0
2021,012  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,012,92   ,22    ,130000.0,0.0,130000.0,2223.84
2021,012  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,012,92   ,22    ,120000.0,0.0,120000.0,8260.05
2021,012  ,920  ,224    ,SEGUROS,012,92   ,22    ,192000.0,0.0,192000.0,24861.98
2021,012  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),012,92   ,22    ,1000.0,0.0,1000.0,0.0
2021,012  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",012,92   ,22    ,8000.0,0.0,8000.0,849.42
2021,012  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,012,92   ,22    ,15000.0,0.0,15000.0,873.6
2021,012  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,012,92   ,22    ,25000.0,0.0,25000.0,7268.47
2021,012  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,012,92   ,22    ,200000.0,0.0,200000.0,6033.95
2021,012  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,012,92   ,22    ,255000.0,0.0,255000.0,8020.11
2021,012  ,920  ,227063 ,OFICINA TÉCNICA DESARROLLO PROGRAMARIO SITIC,012,92   ,22    ,170000.0,0.0,170000.0,15652.56
2021,021  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,118710.0,0.0,118710.0,25437.87
2021,021  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,31796.0,0.0,31796.0,7948.92
2021,021  ,933  ,632    ,INV MEJORA EQUIPAMIENTOS Y SERVICIOS,021,933  ,632   ,1117000.0,908027.77,2025027.77,63556.07
2021,031  ,1321 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,32143.0,0.0,32143.0,8309.22
2021,031  ,1321 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,10824.0,0.0,10824.0,2642.32
2021,031  ,1321 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,64222.0,0.0,64222.0,15169.28
2021,031  ,1321 ,12006  ,TRIENIOS,,1    ,1     ,14246.0,0.0,14246.0,3051.5
2021,031  ,1321 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,45513.0,0.0,45513.0,11360.72
2021,031  ,1321 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,113785.0,0.0,113785.0,38263.18
2021,031  ,1321 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,84448.0,0.0,84448.0,21046.3
2021,031  ,1321 ,22699  ,GASTOS DIVERSOS - VIA PÚBLICA,031,13   ,22    ,1000.0,0.0,1000.0,0.0
2021,031  ,135  ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,16072.0,0.0,16072.0,0.0
2021,031  ,135  ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,14133.0,0.0,14133.0,3150.18
2021,031  ,135  ,12006  ,TRIENIOS,,1    ,1     ,6537.0,0.0,6537.0,1453.83
2021,031  ,135  ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,15678.0,0.0,15678.0,1444.44
2021,031  ,135  ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,35091.0,0.0,35091.0,2698.35
2021,031  ,135  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,50599.0,0.0,50599.0,11333.11
2021,031  ,135  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,37971.0,0.0,37971.0,6477.9
2021,031  ,135  ,22199  ,MATERIAL DIVERSO-PROTECCIÓN CIVIL,031,13   ,22    ,30000.0,0.0,30000.0,27255.8
2021,031  ,135  ,22602  ,PUBLICIDAD Y DIFUSIÓN-PROTECCIÓN CIVIL,031,13   ,22    ,1000.0,0.0,1000.0,0.0
2021,031  ,135  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PROTECCIÓN CIVIL,031,13   ,22    ,5000.0,0.0,5000.0,0.0
2021,031  ,1500 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,16072.0,0.0,16072.0,3643.17
2021,031  ,1500 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,32472.0,0.0,32472.0,6596.45
2021,031  ,1500 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,64222.0,0.0,64222.0,9842.7
2021,032  ,1722 ,467    ,APORT CONSORCIO ESPACIOS NATURALES DEL DELTA,032,1722 ,467   ,60000.0,0.0,60000.0,0.0
2021,032  ,2311 ,4892   ,LINEA AYUDAS VULNERABILIDAD ENERGÉTICA,032,2311 ,4892  ,70000.0,0.0,70000.0,0.0
2021,032  ,2311 ,4893   ,LÍNEA AYUDAS ARREGLOS ENERGÍA DOMICILIOS VULNERABLES,032,2311 ,4893  ,30000.0,0.0,30000.0,0.0
2021,032  ,419  ,22199  ,SUMINISTROS DIVERSOS AGRICULTURA,032,41   ,22    ,15000.0,0.0,15000.0,0.0
2021,032  ,419  ,22602  ,PUBLICIDAD Y DIFUSIÓN AGRICULTURA,032,41   ,22    ,7704.0,0.0,7704.0,0.0
2021,032  ,419  ,22699  ,GASTOS DIVERSOS AGRICULTURA,032,41   ,22    ,500.0,0.0,500.0,0.0
2021,032  ,419  ,22799  ,PRESTACIÓN SERVICIOS AGRICULTURA,032,41   ,22    ,24000.0,0.0,24000.0,0.0
2021,032  ,419  ,2279901,ESTRATEGIA ALIMENTACIÓN SOSTENIBLE,032,41   ,22    ,7100.0,0.0,7100.0,0.0
2021,032  ,419  ,489    ,TRANSF CORRIENTE AGRICULTURA,032,41   ,48    ,17000.0,0.0,17000.0,0.0
2021,032  ,419  ,48901  ,TRANSF CORRIENTE PARQUE AGRARIO,032,419  ,48901 ,20700.0,0.0,20700.0,12000.0
2021,032  ,419  ,48902  ,"TRANSF CORRIENTE ""ESPIGOLADORS""",032,419  ,48902 ,12000.0,0.0,12000.0,0.0
2021,032  ,419  ,48903  ,CUOTAS-APORTACIONES DIVERSAS,032,41   ,48    ,1000.0,0.0,1000.0,0.0
2021,033  ,2312 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,33119.0,0.0,33119.0,7223.4
2021,033  ,2312 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,10450.0,0.0,10450.0,2709.96
2021,033  ,2312 ,221991 ,SUMINISTROS DIVERSOS,033,23   ,22    ,3000.0,0.0,3000.0,0.0
2021,033  ,2312 ,226023 ,PUBLICIDAD-DIFUSIÓN PERSONAS MAYORES,033,23   ,22    ,2890.0,0.0,2890.0,0.0
2021,033  ,2312 ,226994 ,GASTOS DIVERSOS ACTIVIDADES PERSONAS MAYORES,033,23   ,22    ,1542.0,0.0,1542.0,1389.44
2021,033  ,2312 ,227995 ,CONTR PREST SERVICIOS PERSONAS MAYORES,033,23   ,22    ,246000.0,0.0,246000.0,40359.16
2021,033  ,2312 ,48903  ,TRANSF CORRIENTES PERSONAS MAYORES,033,23   ,48    ,8000.0,0.0,8000.0,0.0
2021,033  ,2312 ,48905  ,"TRANSF CORRIENTES COOP VIVIENDAS, CASAL DE ANCIANOS",033,2312 ,48905 ,40000.0,0.0,40000.0,0.0
2021,033  ,2314 ,227992 ,CONTR PREST SERVICIOS COLECTIVO NECESIDADES ESPECI.,033,23   ,22    ,67304.0,0.0,67304.0,6962.93
2021,033  ,2314 ,48902  ,TRANSF CORRIENTES DISCAPACITADOS,033,23   ,48    ,5500.0,0.0,5500.0,0.0
2021,033  ,2314 ,48904  ,TRANSF CORRIENTES FUNDACIÓ RUBRICATUS,033,2314 ,48904 ,270000.0,0.0,270000.0,270000.0
2021,033  ,2314 ,48906  ,TRANSF CORRIENTES DISPRAT-LLEURE,033,2314 ,48906 ,70000.0,0.0,70000.0,0.0
2021,033  ,2316 ,22606  ,PLAN IGUALDAD MUJER-HOMBRE,033,23   ,22    ,26000.0,0.0,26000.0,0.0
2021,042  ,334  ,48917  ,TRANSF CORRIENTE CASA DE ANDALUCIA,042,334  ,48917 ,13800.0,0.0,13800.0,0.0
2021,042  ,334  ,48918  ,TRANSF CORRIENTE CASA DE ARAGÓN                     ,042,334  ,48918 ,11500.0,0.0,11500.0,0.0
2021,042  ,334  ,48919  ,TRANSF CORRIENTE CASTELLERS DEL PRAT,042,334  ,48919 ,12000.0,0.0,12000.0,0.0
2021,042  ,334  ,48920  ,TRANSF CORRIENTE AMICS DEL PRAT,042,334  ,48920 ,8000.0,0.0,8000.0,0.0
2021,042  ,334  ,48922  ,TRANSF CORRIENTES SCR LO LLOBREGAT DE LES FLORS,042,334  ,48922 ,5100.0,0.0,5100.0,0.0
2021,042  ,334  ,48923  ,TRANSF CORRIENTES AGRUPACIÓN FOTOGRÁFICA PRAT,042,334  ,48923 ,2350.0,0.0,2350.0,0.0
2021,042  ,334  ,48924  ,TRANSF CORRIENTES AMIGOS DE LA SARDANA,042,334  ,48924 ,5100.0,0.0,5100.0,0.0
2021,042  ,336  ,22602  ,PUBLICACIÓN BECA INVESTIGACIÓN HISTÓRICA,042,33   ,22    ,3000.0,0.0,3000.0,0.0
2021,042  ,336  ,2260901,ACTIVIDADES MEMORIA HISTÓRICA,042,33   ,22    ,5000.0,0.0,5000.0,0.0
2021,042  ,336  ,227991 ,ACTIVIDADES HISTORIA LOCAL,042,33   ,22    ,60000.0,0.0,60000.0,14.25
2021,042  ,338  ,226991 ,"CALENDARIO FESTIVO, GASTOS DIVERSOS",042,33   ,22    ,140000.0,0.0,140000.0,1511.24
2021,042  ,338  ,22799  ,"CALENDARIO FESTIVO, CONTR PREST SERVICIOS",042,33   ,22    ,240000.0,0.0,240000.0,0.0
2021,042  ,338  ,48901  ,TRANSF COR COLLA DIABLOS DEL PRAT (SAN POLLIN),042,338  ,48901 ,5000.0,0.0,5000.0,0.0
2021,042  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,39701.0,0.0,39701.0,8507.25
2021,042  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,12923.0,0.0,12923.0,3237.36
2021,043  ,326  ,22799  ,PREST SERVICIOS SALAS DE ESTUDIO,043,32   ,22    ,31280.0,0.0,31280.0,5213.06
2021,043  ,3302 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,14133.0,0.0,14133.0,3150.18
2021,043  ,3302 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,5709.0,0.0,5709.0,1223.16
2021,043  ,3302 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,11942.0,0.0,11942.0,2558.94
2021,043  ,3302 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,92276.0,0.0,92276.0,20046.3
2021,043  ,3302 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,39718.0,0.0,39718.0,10021.82
2021,043  ,334  ,226991 ,GASTOS DIVERSOS ACTIVIDADES DE VERANO,043,33   ,22    ,4000.0,0.0,4000.0,0.0
2021,043  ,334  ,226992 ,GASTOS DIVERSOS ACTIVIDADES JUVENILES,043,33   ,22    ,22000.0,0.0,22000.0,0.0
2021,043  ,334  ,22799  ,PLAN JOVEN,043,33   ,22    ,311600.0,0.0,311600.0,53389.8
2021,043  ,334  ,227991 ,PROYECTO JÓVENES Y MEDIO ABIERTO,043,33   ,22    ,163000.0,0.0,163000.0,26875.0
2021,012  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,012,92   ,22    ,270000.0,0.0,270000.0,21545.19
2021,012  ,920  ,227991 ,"PREST SERV INNOV DIGITAL, CALIDAD Y PROY ESTRATÉG",012,92   ,22    ,150000.0,0.0,150000.0,0.0
2021,012  ,920  ,227992 ,CONTR PREST SERVICIOS SITIC,012,92   ,22    ,215000.0,0.0,215000.0,0.0
2021,012  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2021,012  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,012,92   ,23    ,3316.0,0.0,3316.0,1666.1
2021,012  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2021,012  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,012,92   ,23    ,4168.0,0.0,4168.0,16.34
2021,012  ,920  ,233    ,ASISTENCIA TRIBUNALES,012,92   ,23    ,1800.0,0.0,1800.0,91.8
2021,012  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,012,920  ,467   ,8000.0,0.0,8000.0,0.0
2021,012  ,920  ,489    ,BECAS PERSONAL COLABORADOR,012,92   ,48    ,40000.0,0.0,40000.0,4070.24
2021,012  ,920  ,622    ,INVERSIÓN EDIFICIOS Y OTROS,012,920  ,622   ,100000.0,51000.0,151000.0,51000.0
2021,012  ,920  ,624    ,INVERSIÓN ELEMENTOS DE TRANSPORTE,012,920  ,624   ,50000.0,0.0,50000.0,0.0
2021,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,012,920  ,626   ,516500.0,72538.61,589038.61,18053.2
2021,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,012,920  ,629   ,100000.0,25432.56,125432.56,4324.27
2021,012  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,012,920  ,830   ,1000.0,6000.0,7000.0,3875.0
2021,012  ,92010,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,64286.0,0.0,64286.0,3643.17
2021,012  ,92010,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,10824.0,0.0,10824.0,2365.26
2021,012  ,92010,12006  ,TRIENIOS,,9    ,1     ,9006.0,0.0,9006.0,1971.18
2021,012  ,92010,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,36291.0,0.0,36291.0,3443.19
2021,012  ,92010,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,83493.0,0.0,83493.0,9652.21
2021,012  ,92010,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,55377.0,0.0,55377.0,5135.46
2021,031  ,1500 ,12006  ,TRIENIOS,,1    ,1     ,18143.0,0.0,18143.0,3013.45
2021,031  ,1500 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,48682.0,0.0,48682.0,8627.5
2021,031  ,1500 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,142744.0,0.0,142744.0,38780.92
2021,031  ,1500 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,262707.0,0.0,262707.0,59496.07
2021,031  ,1500 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,5000.0,0.0,5000.0,0.0
2021,031  ,1500 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1    ,1     ,5000.0,0.0,5000.0,0.0
2021,031  ,1500 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,188061.0,0.0,188061.0,35110.18
2021,031  ,1500 ,214    ,REPARACIÓN VEHÍCULOS,031,15   ,21    ,114110.0,0.0,114110.0,3262.04
2021,031  ,1500 ,221031 ,COMBUSTIBLE VEHÍCULOS,031,15   ,22    ,66550.0,0.0,66550.0,6893.36
2021,031  ,1500 ,22104  ,VESTUARIO BRIGADA,031,15   ,22    ,66000.0,0.0,66000.0,0.0
2021,031  ,1500 ,22199  ,"BRIGADA, MATERIAL TÉCNICO",031,15   ,22    ,38800.0,0.0,38800.0,1834.62
2021,031  ,1500 ,224    ,SEGUROS VEHÍCULOS,031,15   ,22    ,12640.0,0.0,12640.0,11487.36
2021,031  ,1501 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,9175.0,0.0,9175.0,0.0
2021,031  ,1501 ,12005  ,SUELDOS DEL GRUPO E,,1    ,1     ,8409.0,0.0,8409.0,1801.74
2021,031  ,1501 ,12006  ,TRIENIOS,,1    ,1     ,1946.0,0.0,1946.0,416.88
2021,031  ,1501 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,7287.0,0.0,7287.0,706.95
2021,031  ,1501 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,27441.0,0.0,27441.0,2733.48
2021,031  ,1501 ,121031 ,OTROS COMPLEMENTOS,,1    ,1     ,3499.0,0.0,3499.0,0.0
2021,031  ,1501 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,309770.0,0.0,309770.0,56818.73
2021,031  ,1501 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,5290.0,0.0,5290.0,0.0
2021,031  ,1501 ,13002  ,OTRAS REMUNERACIONES LABORAL FIJO,,1    ,1     ,3499.0,0.0,3499.0,0.0
2021,031  ,1501 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1    ,1     ,5290.0,0.0,5290.0,0.0
2021,031  ,1501 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,136555.0,0.0,136555.0,23902.11
2021,031  ,1532 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,42398.0,0.0,42398.0,5647.05
2021,031  ,1532 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,10824.0,0.0,10824.0,2365.26
2021,033  ,2316 ,227991 ,PRESTACIÓN DE SERVICIOS MUJER,033,23   ,22    ,158375.0,0.0,158375.0,16021.18
2021,033  ,2316 ,227992 ,PLAN CONTRA LA VIOLENCIA MACHISTA,033,23   ,22    ,12000.0,0.0,12000.0,1200.0
2021,033  ,2316 ,227993 ,PLAN LGTBI+,033,23   ,22    ,5000.0,0.0,5000.0,0.0
2021,033  ,2316 ,48901  ,TRANSF CORRIENTES IGUALDAD Y DERECHOS SOCIALES,033,23   ,48    ,7290.0,0.0,7290.0,0.0
2021,033  ,2317 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,70662.0,0.0,70662.0,12795.94
2021,033  ,2317 ,12003  ,SUELDOS DEL GRUPO C1,,2    ,1     ,21648.0,0.0,21648.0,2365.26
2021,033  ,2317 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,27524.0,0.0,27524.0,5905.62
2021,033  ,2317 ,12006  ,TRIENIOS,,2    ,1     ,26849.0,0.0,26849.0,4665.6
2021,033  ,2317 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,57258.0,0.0,57258.0,9714.43
2021,033  ,2317 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,130179.0,0.0,130179.0,22354.16
2021,033  ,2317 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,110311.0,0.0,110311.0,24244.31
2021,033  ,2317 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,123289.0,0.0,123289.0,27235.66
2021,033  ,327  ,22602  ,PUBLICIDAD-DIFUSIÓN COOPERACIÓN,033,32   ,22    ,1500.0,0.0,1500.0,0.0
