#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,m,Obligaciones reconegudes
2023,042  ,333  ,22700  ,LIMPIEZA EDIFICIOS CULTURA,042,33   ,22    ,1287471,0,,104670.31
2023,072  ,2311 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,515106,0,,109653.84
2023,072  ,2311 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,2    ,1     ,108206,0,,23035.32
2023,072  ,2311 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,2    ,1     ,29650,0,,9052.34
2023,072  ,2311 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,489285,21330.53,,69945.46
2023,072  ,2311 ,209    ,"CANON ICS USO UBASP ""PUJOL I CAPÇADA""",072,23   ,20    ,24000,0,,0
2023,072  ,2311 ,227991 ,CONTRAPRESTACIÓN SEVICIOS ÁREA,072,23   ,22    ,100000,14000,,28360.69
2023,072  ,2311 ,227992 ,CONTR PRESTACIÓN SERVICIOS SAD DEPENDÉNCIA,072,2311 ,227992,2010053,269146.64,,436187.25
2023,072  ,2311 ,227993 ,CONTR TELEASISTENCIA,072,23   ,22    ,140000,0,,0
2023,072  ,2311 ,227994 ,CONTR PRESTACIÓN SERVICIOS SAD SOCIAL,072,2311 ,227994,683120,55503.18,,110467.49
2023,072  ,2311 ,227995 ,SERVICIO PRELABORAL,072,23   ,22    ,203478,12933.8,,12933.8
2023,072  ,2311 ,227996 ,PREST SERV LA TIENDA,072,23   ,22    ,435000,0,,68916.66
2023,072  ,2311 ,227997 ,SALUT MENTAL COMUNITARIA,072,23   ,22    ,89000,2305.2,,2305.2
2023,072  ,2311 ,465    ,TRANSF CORRIENTES EAIA CONSELL COMARCAL,072,2311 ,465   ,15500,0,,0
2023,072  ,2311 ,46501  ,TRANSF TRANSPORTE ADAPTADO-CONSELL COMARCAL,072,2311 ,46501 ,203000,0,,0
2023,072  ,2311 ,46502  ,TRANSF CORR CONSEJO COMARCAL CONVENIO EAPG,072,2311 ,46502 ,4500,0,,0
2023,072  ,2311 ,48901  ,TRANSF CORRIENTES CARITAS,072,2311 ,48901 ,25000,22000,,0
2023,072  ,2311 ,48902  ,TRANSF CORRIENTES CENTRO PROM. SOCIAL FRANCESC PALAU,072,2311 ,48902 ,120000,48000,,48000
2023,072  ,2311 ,48903  ,TRANSF CORRIENTES SAO PRAT,072,2311 ,48903 ,125000,70000,,50000
2023,072  ,2311 ,48905  ,TRANSF CORRIENTES EDUVIC,072,2311 ,48905 ,70000,18400,,18400
2023,072  ,2311 ,48908  ,TRANSF CORRIENTES CRUZ ROJA SOCIAL,072,2311 ,48908 ,45000,22000,,0
2023,072  ,2311 ,48909  ,TRANSF CORRIENTES COMIDAS A DOMICILIO,072,2311 ,48909 ,300000,0,,0
2023,072  ,2311 ,48912  ,CUOTA CONSORCIO DE SALUD Y SOCIAL DE CATALUNYA,072,2311 ,48912 ,1000,0,,0
2023,072  ,2311 ,48914  ,"TRANSF CORRIENTES CASAS ACOGIDA VVM, AGI",072,2311 ,48914 ,30000,12000,,0
2023,012  ,920  ,209    ,CÁNONES VARIOS,012,92   ,20    ,10700,0,,1286.22
2023,012  ,9209 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,12830,0,,3016.07
2023,012  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,275650,0,,43200.17
2023,012  ,9209 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9    ,1     ,20725,0,,16519.92
2023,012  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,153695,0,,17495.65
2023,012  ,922  ,466    ,TRANSF FMC,012,922  ,466   ,13000,0,,0
2023,012  ,922  ,46602  ,TRANSF FEMP CUOTA RED EELL ODS,012,922  ,46602 ,4000,0,,0
2023,012  ,922  ,4661   ,TRANSF ASOCIACIÓN CATALANA DE MUNICIPIOS,012,922  ,4661  ,9904,0,,0
2023,012  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11483,0,,2509.23
2023,012  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9734,0,,2088.39
2023,012  ,9231 ,12006  ,TRIENIOS,,9    ,1     ,7301,0,,1539.09
2023,012  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,11382,0,,2438.97
2023,012  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,27294,0,,5848.68
2023,012  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,18740,0,,3237.12
2023,012  ,924  ,22705  ,GASTOS ELECCIONES,012,92   ,22    ,40000,0,,0
2023,012  ,924  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PARTICIPACIÓN,012,92   ,22    ,35000,0,,0
2023,012  ,925  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14993,0,,0
2023,012  ,925  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,107065,0,,22972.29
2023,012  ,925  ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,17840,0,,3822.84
2023,012  ,925  ,12006  ,TRIENIOS,,9    ,1     ,26814,0,,5574.6
2023,012  ,925  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,65434,0,,12880.29
2023,012  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,196051,0,,39296.01
2023,012  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,80380,0,,17385.43
2023,012  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,141505,0,,20722.61
2023,012  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",012,92   ,22    ,45000,0,,7721.51
2023,012  ,931  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,125827,0,,7729.86
2023,042  ,333  ,227992 ,CONTR PREST SERVICIOS LA CAPSA,042,33   ,22    ,418777,11999.99,,81397.92
2023,042  ,333  ,227993 ,CONTR PREST SERVICIOS CC S JORDI-RIBERA BAIXA,042,33   ,22    ,323904,26991.95,,53983.9
2023,042  ,333  ,227994 ,CONTR PREST SERVICIOS CC JARDINS DE LA PAU,042,33   ,22    ,335005,30667.78,,61335.56
2023,042  ,333  ,227997 ,CONTR PREST SERVICIOS CÈNTRIC,042,33   ,22    ,368000,3164.08,,69492.24
2023,042  ,333  ,227998 ,CONTR PREST SERVICIOS CC PALMIRA,042,33   ,22    ,345800,0,,57632.4
2023,042  ,333  ,227999 ,CONTR PREST SERVICIOS L'ARTESÀ,042,33   ,22    ,794970,76392.6,,210990.99
2023,042  ,334  ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,104949,0,,23307.04
2023,042  ,334  ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,91862,0,,20424.56
2023,042  ,334  ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9734,0,,2088.39
2023,042  ,334  ,12006  ,TRIENIOS,,3    ,1     ,39663,0,,7830.18
2023,042  ,334  ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,101328,0,,21745.79
2023,042  ,334  ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,227308,0,,48950.9
2023,042  ,334  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,3    ,1     ,1230,0,,0
2023,042  ,334  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,3    ,1     ,5355,0,,646.1
2023,042  ,334  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,208897,0,,32225.19
2023,042  ,334  ,22706  ,CONVOCATORIA ARTÍSTICA ARTES VISUALES,042,33   ,22    ,15000,0,,0
2023,042  ,334  ,227991 ,PROGRAMA ARTES EN VIVO,042,33   ,22    ,340000,8881.4,,63964.15
2023,042  ,334  ,227992 ,GASTOS DIVERSOS ARTES EN VIVO,042,334  ,227992,6,3080,,3080
2023,042  ,334  ,227993 ,CONTR PREST SERVICIOS CINE CAPRI,042,33   ,22    ,18000,0,,0
2023,042  ,334  ,227994 ,ARTES VISUALES,042,33   ,22    ,30000,3000,,3000
2023,042  ,334  ,48901  ,TRANSF CORRIENTES DINAMIZACIÓN MOV ASOCIATIVO,042,334  ,48901 ,40134,16053.6,,4235.2
2023,042  ,334  ,48902  ,TRANSF CORRIENTES AMICS DE L'ART DEL PRAT,042,334  ,48902 ,230000,46000,,0
2023,042  ,334  ,48903  ,TRANSF CORRIENTES ANIVERSARIOS ENTIDADES,042,334  ,48903 ,5000,0,,0
2023,042  ,334  ,48905  ,TRANSF CORRIENTE BANDA DE MUSICA DEL PRAT,042,334  ,48905 ,12000,4800,,0
2023,072  ,2311 ,48915  ,TRANSF CORRIENTES SIN HOGAR,072,2311 ,48915 ,25000,10000,,10000
2023,072  ,2311 ,48916  ,TRANSF CORRIENTES FEDERACIÓN SALUD MENTAL CATALUÑA,072,2311 ,48916 ,38000,11161.9,,11161.9
2023,072  ,2311 ,48918  ,TRANSF CORRIENTE SANT JOAN DE DEU SERVICIOS SOCIAL BCN,072,2311 ,48918 ,15000,5937.37,,0
2023,072  ,2311 ,48919  ,TRANSF CORRIENTE FUNDACIÓN UNIVERSITARIA BALMES,072,2311 ,48919 ,8000,0,,0
2023,072  ,2311 ,48920  ,TRANSF CORRIENTES UNIVERSIDAD DE BARCELONA,072,2311 ,48920 ,8000,0,,0
2023,072  ,2311 ,622    ,INV NUEVA RESIDENCIA DE ABUELOS,072,2311 ,622   ,3454490,12533069.67,,0
2023,072  ,2311 ,789    ,TRANS CAPITAL SOPORTE SOCIAL,072,2311 ,789   ,10000,0,,0
2023,072  ,2312 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,43639,0,,3341.94
2023,072  ,2312 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,19467,0,,3179.8
2023,072  ,2312 ,12006  ,TRIENIOS,,2    ,1     ,4129,0,,484.34
2023,072  ,2312 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,2    ,1     ,37400,0,,6432.95
2023,072  ,2312 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,27389,0,,2375.5
2023,072  ,2312 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,58969,0,,5362.3
2023,072  ,2312 ,121031 ,OTROS COMPLEMENTOS,,2    ,1     ,6150,0,,62.63
2023,072  ,2312 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,2    ,1     ,70600,0,,11517.13
2023,072  ,2312 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,300130,0,,57920.22
2023,072  ,2312 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,2    ,1     ,44850,0,,10608.26
2023,072  ,2312 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,2    ,1     ,5500,0,,601.43
2023,072  ,2312 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,2    ,1     ,40500,0,,40693.48
2023,072  ,2312 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,2    ,1     ,1825,0,,2371.91
2023,072  ,2312 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,180319,0,,23406.46
2023,072  ,2312 ,22104  ,VESTUARIO RESIDENCIA DE ANCIANOS,072,23   ,22    ,3500,0,,0
2023,072  ,2312 ,22105  ,ALIMENTOS RESIDENCIA DE ANCIANOS,072,23   ,22    ,70000,3076.75,,1035.91
2023,072  ,2312 ,22106  ,SUBM PRODUCTOS FARMACEUTICOS Y MATERIAL SANITARIO,072,23   ,22    ,1000,0,,0
2023,021  ,342  ,619    ,INV NOVA PROYECTOS PARTICIPATIVOS INFRAEST Y BIENES USO GRAL,021,342  ,619   ,0,428273.94,,0
2023,031  ,920  ,624    ,INVERSIÓN EN ELEMENTOS DE TRANSPORTE MISU,031,92   ,62    ,0,320281.32,,22586.11
2023,031  ,459  ,619    ,MEJORA CAMINOS RURALES,031,459  ,619   ,0,88934.33,,0
2023,012  ,931  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14993,0,,3341.94
2023,012  ,931  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,22966,0,,5018.46
2023,012  ,931  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,58399,0,,12372.98
2023,012  ,931  ,12006  ,TRIENIOS,,9    ,1     ,24298,0,,4978.03
2023,012  ,931  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,114576,0,,14664.77
2023,012  ,931  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,344058,0,,45330.8
2023,012  ,931  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,170205,0,,17470.81
2023,012  ,932  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,85249,0,,15459.73
2023,012  ,932  ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,29236,0,,3341.94
2023,012  ,932  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,54544,0,,10036.92
2023,012  ,932  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,58399,0,,13552.08
2023,012  ,932  ,12006  ,TRIENIOS,,9    ,1     ,56302,0,,11357.71
2023,012  ,932  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,111901,0,,19812.03
2023,012  ,932  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,276852,0,,46491.42
2023,012  ,932  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,182036,0,,24940.93
2023,012  ,934  ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,29838,0,,3864.93
2023,012  ,934  ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11483,0,,2509.23
2023,012  ,934  ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,19467,0,,4176.78
2023,012  ,934  ,12006  ,TRIENIOS,,9    ,1     ,13242,0,,2821.62
2023,012  ,934  ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,32332,0,,5778.9
2023,012  ,934  ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,103806,0,,12109.7
2023,012  ,934  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,25852,0,,5542.62
2023,012  ,934  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,54562,0,,7981.03
2023,012  ,934  ,22708  ,GASTOS RECAUDACIÓN ORGT,012,934  ,22708 ,420000,0,,31579.46
2023,042  ,334  ,48906  ,TRANSF CORRIENTE UNIÓ FILHARMÒNICA,042,334  ,48906 ,12000,4800,,0
2023,042  ,334  ,48908  ,TRANSF CORRIENTE LA XARXA,042,334  ,48908 ,6000,2400,,2004.76
2023,042  ,334  ,48909  ,TRANSF CORRIENTE FEDERACIÓ EL NUS,042,334  ,48909 ,20000,8000,,0
2023,042  ,334  ,48910  ,TRANSF CORRIENTES ASSOCIACIÓ GEGANTERA DEL PRAT,042,334  ,48910 ,6000,2400,,0
2023,042  ,334  ,48911  ,TRANSF CORRIENTES TEATRE KADDISH,042,334  ,48911 ,60000,12000,,10344.02
2023,042  ,334  ,48912  ,TRANSF CORRIENTE COLLA DIABLES DEL PRAT,042,334  ,48912 ,12000,0,,0
2023,042  ,334  ,48913  ,TRANSF CORRIENTE ASSOCIACIÓ GEGANTERA DELTA,042,334  ,48913 ,3000,3000,,3000
2023,042  ,334  ,48914  ,TRANSF CORRIENTES CENTRO EXTREMEÑO RUTA,042,334  ,48914 ,6000,2400,,0
2023,042  ,334  ,48915  ,TRANSF CORRIENTE FEDERACIÓN EXTREMEÑA,042,334  ,48915 ,5500,2200,,2200
2023,042  ,334  ,48916  ,TRANSF CORRIENTE CENTRE D'ESTUDIS COMARC,042,334  ,48916 ,4500,5800,,5800
2023,042  ,334  ,48917  ,TRANSF CORRIENTE CASA DE ANDALUCIA,042,334  ,48917 ,13800,0,,0
2023,042  ,334  ,48918  ,TRANSF CORRIENTE CASA DE ARAGÓN                     ,042,334  ,48918 ,11500,4600,,4600
2023,042  ,334  ,48919  ,TRANSF CORRIENTE CASTELLERS DEL PRAT,042,334  ,48919 ,12000,12000,,12000
2023,042  ,334  ,48920  ,TRANSF CORRIENTE AMICS DEL PRAT,042,334  ,48920 ,8000,3200,,1188.53
2023,042  ,334  ,48922  ,TRANSF CORRIENTES SCR LO LLOBREGAT DE LES FLORS,042,334  ,48922 ,5100,2040,,2040
2023,042  ,334  ,48923  ,TRANSF CORRIENTES AGRUPACIÓN FOTOGRÁFICA PRAT,042,334  ,48923 ,2350,940,,940
2023,042  ,334  ,48924  ,TRANSF CORRIENTES AMIGOS DE LA SARDANA,042,334  ,48924 ,5100,2040,,0
2023,042  ,334  ,48925  ,TRANSF CORRIENTES LAS ALCACHOFAS DEL PRAT,042,334  ,48925 ,3000,1200,,0
2023,042  ,334  ,48926  ,TRANSF CORRIENTES BAILE DE DIABLOS,042,334  ,48926 ,6000,2400,,0
2023,042  ,334  ,780    ,TRANSF CAPITAL CENTRO EXTREMEÑO RUTA DE LA PLATA,042,334  ,780   ,5000,2000,,0
2023,042  ,334  ,7801   ,TRANSF CAPITAL ASOC DE VECINOS PLAZA CONSTITUCIÓN,042,334  ,7801  ,3000,0,,0
2023,042  ,336  ,22602  ,PUBLICACIÓN BECA INVESTIGACIÓN HISTÓRICA,042,33   ,22    ,3000,0,,0
2023,042  ,336  ,2260901,ACTIVIDADES MEMORIA HISTÓRICA,042,33   ,22    ,4000,4500,,4500
2023,042  ,336  ,227991 ,ACTIVIDADES HISTORIA LOCAL,042,33   ,22    ,50000,0,,0
2023,072  ,2312 ,22110  ,SUBMINISTRAMIENTO PRODUCTOS LIMPIEZA,072,23   ,22    ,9700,0,,238.33
2023,072  ,2312 ,22199  ,MATERIAL TÉCNICO RESIDENCIA DE ANCIANOS,072,23   ,22    ,10000,0,,0
2023,072  ,2312 ,221991 ,SUMINISTROS DIVERSOS,072,23   ,22    ,3000,0,,898.41
2023,072  ,2312 ,227995 ,CONTR PREST SERVICIOS PERSONAS MAYORES,072,23   ,22    ,245055,0,,40842.5
2023,072  ,2312 ,227996 ,CONTR PREST SERVICIOS RESIDENCIA ABUELOS,072,23   ,22    ,25839,0,,0
2023,072  ,2312 ,48903  ,TRANSF CORRIENTES PERSONAS MAYORES,072,2312 ,48903 ,8000,919.6,,0
2023,072  ,2312 ,48905  ,"TRANSF CORRIENTES COOP VIVIENDAS, CASAL DE ANCIANOS",072,2312 ,48905 ,40000,16000,,0
2023,072  ,2313 ,227993 ,CONT SERVICIO DE INTERVENCIÓN SOCIOEDUCATIVA,072,23   ,22    ,494235,25112.5,,107485
2023,072  ,2314 ,48902  ,TRANSF CORRIENTES DISCAPACITADOS,072,2314 ,48902 ,5500,2200,,0
2023,072  ,2314 ,48904  ,TRANSF CORRIENTES FUNDACIÓ RUBRICATUS,072,2314 ,48904 ,370000,0,,0
2023,072  ,2314 ,48905  ,TRANF CORRIENTES COUFAR SCCL,072,2314 ,48905 ,8000,0,,0
2023,072  ,2314 ,48906  ,TRANSF CORRIENTES DISPRAT-LLEURE,072,2314 ,48906 ,70000,28000,,25380.28
2023,072  ,2315 ,227991 ,PREST SERVICIOS PLAN ACTUACIÓN SANT COSME,072,2315 ,227991,60000,192850.97,,54913.28
2023,072  ,2315 ,227992 ,PREST SERVICIOS PROYECTO MEDIO ABIERTO,072,23   ,22    ,68733,6586.11,,28355.6
2023,072  ,2315 ,227993 ,CONT SERVICIO PREVENCIÓN Y CONVIVENCIA,072,23   ,22    ,165000,4583.33,,15924.47
2023,072  ,2315 ,227994 ,PRESTACIÓN SERVICIOS BARRIOS CREATIVOS,072,23   ,22    ,2000,0,,0
2023,072  ,2315 ,48901  ,TRANSF CORRIENTE AV SANT COSME (VAMOS HACIENDO BARRIO),072,2315 ,48901 ,25000,10000,,0
2023,072  ,2315 ,48902  ,"TRANSF CORRIENTE ""FUNDACIÓN SECRETARIADO GITANO""",072,2315 ,48902 ,60000,24000,,0
2023,072  ,2315 ,48903  ,"TRANSF CORRIENTE ""FUNDACIÓ CATALANA ESPLAI GISC I JOV",072,2315 ,48903 ,38000,30200,,0
2023,072  ,2315 ,48904  ,"TRANSF CORRIENTES ""GATS"" PROYECTO CONVIVE SAN COMES",072,2315 ,48904 ,63000,25200,,0
2023,072  ,2315 ,48905  ,TRANSF CORRIENTES ASOCIACIÓN LÚDICA BITXOS,072,2315 ,48905 ,7000,2800,,0
2023,072  ,2316 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,10965,0,,3341.94
2023,072  ,2316 ,12006  ,TRIENIOS,,2    ,1     ,796,0,,242.64
2023,072  ,2316 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,4446,0,,1297.62
2023,072  ,2311 ,4891   ,TRANSF CORRIENTES SOPORTE SOCIAL,072,2311 ,4891  ,300000,0,,64794.31
2023,032  ,1721 ,227991 ,PREST SERVICIOS -ESPACIOS NATURALES-PLAYA,032,17   ,22    ,23625,0,,0
2023,013  ,132  ,23020  ,POLICÍA LOCAL-DIETAS,013,13   ,23    ,4000,0,,0
2023,012  ,942  ,464    ,ÁREA METROPOLITANA DE BARCELONA,012,942  ,464   ,1526168,0,,1526168
2023,012  ,943  ,466    ,APORT. COMUNIDAD MUNICIPIOS PLANA GALET,012,943  ,466   ,20000,0,,0
2023,013  ,132  ,204    ,ALQUILERES MATERIALES Y EQUIPOS,013,13   ,20    ,150000,4463.62,,9126.62
2023,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUDADANA,013,13   ,21    ,30058,0,,0
2023,013  ,132  ,214    ,POLICÍA LOCAL-VEHÍCULOS,013,13   ,21    ,20000,0,,349.69
2023,013  ,132  ,22100  ,SUBM. ENERGÍA ELÉCTRICA SEGURIDAD CIUDADANA,013,13   ,22    ,56266,1209.83,,12444.81
2023,013  ,132  ,22101  ,CONSUMO AGUA SEG CIUDADANA,013,13   ,22    ,3689,0,,0
2023,013  ,132  ,22102  ,CONSUMO GAS SEGURIDAD CIUDADANA,013,13   ,22    ,41155,5328.86,,83.88
2023,013  ,132  ,22103  ,POLICÍA LOCA-COMBUSTIBLE,013,13   ,22    ,77061,1359.28,,7248.37
2023,013  ,132  ,22104  ,VESTUARIO Y EQUIPO POLICÍA LOCAL,013,13   ,22    ,142500,0,,14446.02
2023,013  ,132  ,22199  ,"POLICÍA LOCAL, SUM. DIVERSOS",013,13   ,22    ,19000,0,,0
2023,013  ,132  ,22602  ,PUBLICIDAD Y PROPAGANDA-SEG. CIUDADANA,013,13   ,22    ,1000,0,,0
2023,013  ,132  ,22799  ,CONTR PREST SERVICIOS SEG CIUTADANA,013,13   ,22    ,299000,22939.58,,28163.45
2023,013  ,132  ,23120  ,POLICÍA LOCAL-TRASLADOS,013,13   ,23    ,4000,0,,0
2023,013  ,132  ,481    ,FORMACIÓN Y BECAS,013,132  ,481   ,10000,0,,0
2023,013  ,1320 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,17050,0,,0
2023,013  ,1320 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,14993,0,,3341.94
2023,013  ,1320 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,1172962,0,,218429.28
2023,013  ,1320 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,53687,0,,8757.76
2023,013  ,1320 ,12006  ,TRIENIOS,,1    ,1     ,239733,0,,49529.9
2023,013  ,1320 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,618118,0,,114388.73
2023,013  ,1320 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,2240930,0,,397507.84
2023,031  ,1532 ,609    ,INV. SEÑALIZACIÓN CAMINOS DELTA-ESPACIO PÚBLICO,031,1532 ,609   ,0,50000,,0
2023,042  ,338  ,22799  ,"CALENDARIO FESTIVO, CONTR PREST SERVICIOS",042,33   ,22    ,100000,12000,,38060.78
2023,042  ,338  ,48901  ,TRANSF COR COLLA DIABLOS DEL PRAT (SAN POLLIN),042,338  ,48901 ,3000,2000,,2000
2023,043  ,326  ,22799  ,PROYECTO SALAS DE ESTUDIO,043,32   ,22    ,30000,30000,,30000
2023,043  ,3302 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,14993,0,,3341.94
2023,043  ,3302 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9734,0,,0
2023,043  ,3302 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,9556,0,,1297.62
2023,043  ,3302 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,22617,0,,2714.7
2023,043  ,3302 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,43417,0,,9465.6
2023,043  ,3302 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,3    ,1     ,29752,0,,6453.37
2023,043  ,3302 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,40330,0,,5965.28
2023,043  ,334  ,226991 ,GASTOS DIVERSOS ACTIVIDADES DE VERANO,043,33   ,22    ,4000,0,,0
2023,043  ,334  ,226992 ,GASTOS DIVERSOS ACTIVIDADES JUVENILES,043,33   ,22    ,7830,0,,60
2023,043  ,334  ,22799  ,PLAN JOVEN,043,33   ,22    ,327050,27807,,82307.46
2023,043  ,334  ,227991 ,PROYECTO JÓVENES Y MEDIO ABIERTO,043,33   ,22    ,197500,20776.16,,20776.16
2023,043  ,334  ,465    ,"TRANSF CONVENIO ""ASS. MOBILITAT INTERN. JOVES""",043,334  ,465   ,1063,675.98,,0
2023,043  ,334  ,48905  ,TRANSF CORRIENTES AGRUPACIÓ CONXITA BUSQUETS,043,334  ,48905 ,10900,4080,,0
2023,043  ,334  ,48906  ,TRANSF CORRIENTES CE EL GLOBUS,043,334  ,48906 ,27500,31000,,0
2023,043  ,334  ,48907  ,TRANSF CORRIENTES GRUP INFANTIL SANT COSME,043,334  ,48907 ,22000,8800,,0
2023,043  ,334  ,48908  ,TRANSF CORRIENTES AE ANTON VILA,043,334  ,48908 ,3100,1240,,0
2023,043  ,334  ,48910  ,TRANSF CORRIENTES SANT PERE I SANT PAU,043,334  ,48910 ,3100,1240,,0
2023,043  ,334  ,48911  ,TRANSF CORRIENTES IMAGINARIUM,043,334  ,48911 ,1800,480,,0
2023,043  ,334  ,48912  ,TRANSF CORRIENTES SUBVENCIONES PROYECTOS JUVENILES,043,334  ,48912 ,3400,799.6,,0
2023,043  ,334  ,48913  ,BECAS JÓVENES ESTUDIANTES FORMACIÓN GRADO SUPERIOR,043,334  ,48913 ,18000,14600,,13122.19
2023,051  ,241  ,22100  ,ELECTRICIDAD CPE,051,24   ,22    ,75459,2177.88,,13598.7
2023,072  ,2316 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,9302,0,,2714.7
2023,072  ,2316 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,76562,0,,16661.1
2023,072  ,2316 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,32275,0,,6102.9
